acc_no,author,title,publisher_info,year,isbn,storage_loc,subject,class_no
B19128,Haydon (L),The complete guide to Writing & Producing Technical Manuals,"John Wiley & Sons , INC new york",1995.0,0471122815,TLC-R-4-S-75,Management Reports,651.7 HAY
B10163,Didsbury (HF),"Communications and the Uture: Prospects, promises, and Problems.",,,,TLC-R-4-S-75,Management Reports,651.7 DID
B20194,Pearsall (TE),The elements of technical writing 2nd edition,"Allyn and Bacon, London",2001.0,0205318738,TLC-R-4-S-75,Management Reports,651.7 PEA
B19627,Goldratt (EM),The Race,"North River Press, INC",1986.0,0884270629,TLC-R-4-S-75,Management Reports,651.7 GOL
B3453,Mitchell (JH),Writing for Professional and technical Journals,"John Wiley & Sons , INC new york",1968.0,,TLC-R-4-S-75,Management Reports,651.7 MIT
B14996,ILO,How to read a balance sheet,International labour office Geneva,1985.0,922103898X,TLC-R-4-S-75,Management Reports,651.7 ILO
B18980,Newman (WM),Designing integrated systems for the office environment,McGraw-Hill New york,1986.0,0070463328,TLC-R-4-S-75,Management Reports,651.7 NEW
B5949,Ncaer,Foreign technology and investment,"National council applied economic reserch, New delhi",1971.0,,TLC-R-4-S-75,Management Reports,651.7 NCA
B7558,Young(RE),Supervisory remote control systems,"Peter peregrinus ,Ltd",1977.0,0901223948,TLC-R-4-S-75,Management Reports,651.7 YOU
B463,Government of India,Report of the Indian productivity delegation,ministry of commerce and industry,,,TLC-R-4-S-75,Management Reports,651.7 COV
B20130,Berry (TE),The most common mistakes in english usage,"Tata McGraw-Hill Publishing company Ltd , New Delhi",1961.0,0070992290,TLC-R-4-S-75,Management Reports,651.7 BER
AUTO-00066,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B17827,Gittlied (IM),Practical RF Power Design Techniques,"TAB Books,McGraw-Hill,INC. New york",1993.0,0830641300,TLC-R-4-S-76,Power Supply,621.3.031 GOT
B20865,Mack(RA),Demystifying Switching Power Supplies,"Elsevier,London",2005.0,0750674458,TLC-R-4-S-76,Power Supply,621.3.031 MAV
B21379,Panda(PR),Power- Efficient System Design,Springer,2010.0,9781441963871,TLC-R-4-S-76,Power Supply,621.3.031 PAN
B17642,Umanand (L),Design of magnetic components for switched mode power converters,"Wiley Eastern Limited , New delhi",1992.0,8122403395,TLC-R-4-S-76,Power Supply,621.3.031 UMA
B19579,Vuolevi(J),Distortion on RF Power Amplifiers,"Artech House,London",2003.0,1508535399,TLC-R-4-S-76,Power Supply,621.3.031 VUO
B13351,Ferenczi (O),"Power Supplies Linear Power Supplies, DC-DC Converters","Elsevies ,new york",1987.0,0444989978,TLC-R-4-S-76,Power Supply,621.3.031 FER
B13500,Williams (BW),"Power Electronics Devices, Drivers and Applications","Macmillan Education Ltd,London",1987.0,0333396618,TLC-R-4-S-76,Power Supply,621.3.031 WIL
B22409,Kularatna (N),DC Power suoolies power Management and Protection for Power Electronic Systems,"CRC Press , London",2016.0,9781498770279,TLC-R-4-S-76,Power Supply,621.3.031 KIL
B13472,Shepard (JD),Power Supplies,"Reston Publishing Company,INC",1984.0,0835955680,TLC-R-4-S-76,Power Supply,621.3.031 SHE
B19262,Gttlied (IM),Regulated power supplies,Howard w. Sams & company,1971.0,0672218089,TLC-R-4-S-76,Power Supply,621.3.031 GTT
B22520,Khabensky (VB),Coolant Flow Instabilities in Power Equipment,"CRC Press , London",2013.0,9781466567047,TLC-R-4-S-76,Power Supply,621.3.031 KHA
B19919,Bai(HC),A text book on power electronics devices circuits systems & Applications,"Galgotia Publications Pvt.Ltd, new delhi",1999.0,,TLC-R-4-S-76,Power Supply,621.3.031 BAI
B20389,Bradley (DA),Power Electronics 2nd edition,"Chapman & Hall ,London",1987.0,0412571005,TLC-R-4-S-76,Power Supply,621.3.031 BRA
B14236,Reddy (VU),"Signal Processing,Communications and Networking","Tata McGraw-Hill Publishing Company Ltd, New delhi",1990.0,,TLC-R-4-S-76,Power Supply,621.3.031 RED
B15959,Unknown Author,The Indian Electricity Act 1910,"Eastern Book Company ,Lucknow",1910.0,,TLC-R-4-S-76,Power Supply,621.3.031
B18647,Waterworth(G),Electronics,"Macmillan Education Ltd,London",1988.0,0333458710,TLC-R-4-S-76,Power Supply,621.3.031 WAT
B7302,Motto(JW),Introduction to solid state Power Electronics,,1977.0,,TLC-R-4-S-76,Power Supply,621.3.031 MOT
B15677,Prewitt(RW),"Instrumentation Transducers, Experimentation, & Applications",D.B Tarapoevala Sons & Co.Pvt. LTD,1981.0,,TLC-R-4-S-76,Power Supply,621.3.031 PRE
B13482,Thoraborg (K),Power Electronics,"Prentice Hall, London",1988.0,0136865933,TLC-R-4-S-76,Power Supply,621.3.031 THO
B13469,Sinclair (IR),Switches,BSP Professional Books,1988.0,0632020687,TLC-R-4-S-76,Power Supply,621.3.031 SIN
B14730,Marty Brown,Practical Swotching Power Supply Design,"Academic Press,INC, new york",1990.0,0121370305,TLC-R-4-S-76,Power Supply,621.3.031 MAR
B20395,Khandpur (RS),Troubleshooting Electronic Equipment 2nd edition,"Tata McGraw-Hill Publishing Company Ltd, New delhi",2003.0,0070483574,TLC-R-4-S-76,Power Supply,621.3.031 KHA
B16844-DUP2,Chourasia (MP),High Voltage Engineering,"Khanna Publishers ,Delhi",1972.0,,TLC-R-4-S-76,Power Supply,621.3.031 CHO
B12959,Severns (RP),Modern Dc-To-DC Switchmode Power Converter Circuts,"Van Nostrand Reinhold Company ,New york",1985.0,0442213964,TLC-R-4-S-76,Power Supply,621.3.031 SEV
B8773,Howes(MJ),Charge-Coupled Devices and Systems,"John Wiley & Sons , INC",1979.0,0471996653,TLC-R-4-S-76,Power Supply,621.3.031 HOW
B17497,Lenk(JD),Simplified Design of Switching Power Supplies,"Butter word heinemann , new delhi",1995.0,0750695072,TLC-R-4-S-76,Power Supply,621.3.031 LEN
B17836,Subrahmanyam (V),Power electronics,,,,TLC-R-4-S-76,Power Supply,621.3.031 SUB
B15800,Schober (P),Hall Generators,"Wiley Eastern Limited,new delhi",1990.0,8122403581,TLC-R-4-S-76,Power Supply,621.3.031 SCH
AUTO-00067,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B21978,Bondade®,Reconfigurable Switched-Capacitor power Converters,Springer,2013.0,9781461441861,TLC-R-4-S-77,Power Supply,621.3.031 BON
B16852,Gottlieb (IM),Power Supplies Switching regulators inverters & converters,BPB Publications new delhi,1985.0,,TLC-R-4-S-77,Power Supply,621.3.031 BON
B15522,Kassakian (JG),Principles of Power Electronics,"Addison Wesleyb Publishing Company , new york",1991.0,0201096897,TLC-R-4-S-77,Power Supply,621.3.031 KAS
B20183,Corporation (UC),Eveready Battery Applic & Engineering Data,,1968.0,,TLC-R-4-S-77,Power Supply,621.3.031 COR
B7556,Rolls (TB),Power Distribution in industrial installations,Peter Peregrinus Ltd,1972.0,090122314X,TLC-R-4-S-77,Power Supply,621.3.031 ROL
B19213,Rashid (MH),"Power Electronics Circuts,Devices,and Applications 2nd edition","Prentice hall og india Pvt Ltd , New delhi",1993.0,8120338697,TLC-R-4-S-77,Power Supply,621.3.031 RAS
B16536,Dubey (GK),Power Electronics and Drives,"Tata McGraw-Hill Publishing Company Ltd, New delhi",1993.0,0074621610,TLC-R-4-S-77,Power Supply,621.3.031 DUB
B11835,Kloss (A),A Basic Guide to Power Electronics,"John Wiley & Sons , INC , New York",1984.0,0471904325,TLC-R-4-S-77,Power Supply,621.3.031 KLO
B16537,Dubey (GK),Power Electronics and Drives,"Tata McGraw-Hill Publishing Company Ltd, New delhi",1993.0,0074621610,TLC-R-4-S-77,Power Supply,621.3.031 DUB
B14025,Mohan(N),"Power Electronics Converters, Applications,and Design","John Wiley & Sons , INC , New York",1989.0,0471613428,TLC-R-4-S-77,Power Supply,621.3.031 MOH
B22374,Wiley (J),PID and Predictive control of Electrical Drives and Power Converters Using Matlab(R)/ Simulink,IEEE,2015.0,9781118339442,TLC-R-4-S-77,Power Supply,621.3.031 WIL
B11795,Gumhalter (H),Power Supply Systems in Communications Engineering,"John Wiley & Sons , INC , New York",1984.0,047190290X,TLC-R-4-S-77,Power Supply,621.3.031 GUM
B5017,Greenwood (DC),Mechanical Power Transmission,"McGraw-Hill Book Company , New york",1962.0,,TLC-R-4-S-77,Power Supply,621.3.031 GRE
B16486,Prasanna (TS),Electric Circuits,Spectrum Publications,1996.0,,TLC-R-4-S-77,Power Supply,621.3.031 PRA
B9465,Ramsha w (Y),Power Electronics,ELBS,1973.0,041241604,TLC-R-4-S-77,Power Supply,621.3.031 RAM
B21652,Gupta(JB),Linear Integrated Circuits,S.K Kataria & Sons,2004.0,,TLC-R-4-S-77,Power Supply,621.3.031 GUP
B21891,Neacsu (DO),Switching Power Converters Medium and high power,"CRC Press,london",2014.0,9781466591929,TLC-R-4-S-77,Power Supply,621.3.031 NEA
B10218,Boyet (H),"The 8051 Programming, Interfacing,Applications.",ITM Publications,1982.0,,TLC-R-4-S-77,Power Supply,621.3.031 BOY
B7130,Dummer (GWA),Automobile Electronic Equipment 1970-71,"Pergamon Press,New york",1970.0,,TLC-R-4-S-77,Power Supply,621.3.031 DUM
B16555,Bose(BK),"Modern power Electronics Evolution,Technology and Application","Jaico Publishing House,Delhi",,,TLC-R-4-S-77,Power Supply,621.3.031 BOS
AUTO-00068,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B07102,Graham(PC),Simple Circuit Building,Newnes Technical Books,1976.0,0408002301,TLC-R-4-S-78,Printed Circuits,621.3.031 BOS
B11033,Cahill (SJ),Designing Microprocessor -Based Digital Circuitry,"Prentice Hall Intemational,London",1985.0,01302006014,TLC-R-4-S-78,Printed Circuits,621.3.031 CAH
B14121,Ferry (DK),Ultra large Scale Integrated Microelectronics,"Prentice hall Englewood Cliffs, New Jersey",1988.0,0139357351,TLC-R-4-S-78,Printed Circuits,621.3.031 FER
B16710,Edition (T),Foundations for Microstrip Circuit Design,"John Wiley & Sons , INC , New York",1981.0,0471930628,TLC-R-4-S-78,Printed Circuits,621.3.031 EDI
